date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:34:32	73625/73625	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:22:38%20GMT	https://amgaka.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css?ver=3.18.3	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/allf3b2.css	(from https://amgaka.com/en/)
16:34:32	22397/22397	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:29:34%20GMT	https://amgaka.com/wp-content/uploads/elementor/css/post-126.css?ver=1706257774	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/elementor/css/post-126454b.css	(from https://amgaka.com/en/)
16:34:32	17266/17266	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:29:34%20GMT	https://amgaka.com/wp-content/uploads/elementor/css/post-134.css?ver=1706257774	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/elementor/css/post-134454b.css	(from https://amgaka.com/en/)
16:34:32	52389/52389	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:22:45%20GMT	https://amgaka.com/wp-content/plugins/weglot/dist/css/front-css.css?ver=4.2.4	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/weglot/dist/css/front-css4189.css	(from https://amgaka.com/en/)
16:34:32	88087/88087	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:22:45%20GMT	https://amgaka.com/wp-content/plugins/weglot/app/styles/new-flags.css?ver=4.2.4	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/weglot/app/styles/new-flags4189.css	(from https://amgaka.com/en/)
16:34:33	22474/22474	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:22:44%20GMT	https://amgaka.com/wp-content/plugins/metform/public/assets/css/text-editor.css?ver=3.8.3	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/metform/public/assets/css/text-editorcd70.css	(from https://amgaka.com/en/)
16:34:33	12247/12247	---M--	200	added ('OK')	text/css	date:Tue,%2012%20Sep%202023%2007:41:18%20GMT	https://amgaka.com/wp-content/themes/hello-elementor/style.css?ver=2.8.1	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/themes/hello-elementor/style1102.css	(from https://amgaka.com/en/)
16:34:33	15391/15391	---M--	200	added ('OK')	text/css	date:Tue,%2012%20Sep%202023%2007:41:18%20GMT	https://amgaka.com/wp-content/themes/hello-elementor/theme.css?ver=2.8.1	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/themes/hello-elementor/theme1102.css	(from https://amgaka.com/en/)
16:34:34	71990/71990	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:22:38%20GMT	https://amgaka.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://amgaka.com/en/)
16:34:34	727/727	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:22:38%20GMT	https://amgaka.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://amgaka.com/en/)
16:34:34	143308/143308	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:22:43%20GMT	https://amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.6.2	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon61da.css	(from https://amgaka.com/en/)
16:34:34	18443/18443	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:36%20GMT	https://amgaka.com/wp-content/plugins/burst-statistics/helpers/timeme/timeme.js?ver=1.5.5.1	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/burst-statistics/helpers/timeme/timeme7dfc.js	(from https://amgaka.com/en/)
16:34:34	12352/12352	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:36%20GMT	https://amgaka.com/wp-content/plugins/burst-statistics/assets/js/build/burst.js?ver=1.5.5.1	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/burst-statistics/assets/js/build/burst7dfc.js	(from https://amgaka.com/en/)
16:34:35	17459/17459	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:38%20GMT	https://amgaka.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.js?ver=3.18.3	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shimsf3b2.js	(from https://amgaka.com/en/)
16:34:35	4900/4900	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:45%20GMT	https://amgaka.com/wp-content/plugins/weglot/dist/front-js.js?ver=4.2.4	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/weglot/dist/front-js4189.js	(from https://amgaka.com/en/)
16:34:35	31978/31978	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://amgaka.com/wp-includes/js/jquery/jquery-migrate.js?ver=3.4.1	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-includes/js/jquery/jquery-migrate5589.js	(from https://amgaka.com/en/)
16:34:36	285334/285334	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:24:32%20GMT	https://amgaka.com/wp-includes/js/jquery/jquery.js?ver=3.7.1	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-includes/js/jquery/jqueryf43b.js	(from https://amgaka.com/en/)
16:34:37	81535/81535	---MCZ	200	added ('OK')	application/json	date:Tue,%2006%20Feb%202024%2016:34:33%20GMT	https://amgaka.com/wp-json/wp/v2/pages/150	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-json/wp/v2/pages/150.json	(from https://amgaka.com/en/)
16:34:37	219326/219326	---MCZ	200	added ('OK')	application/json	date:Tue,%2006%20Feb%202024%2016:34:34%20GMT	https://amgaka.com/wp-json/	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-json/index.html	(from https://amgaka.com/en/)
16:34:38	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2006%20Feb%202024%2016:34:35%20GMT	https://amgaka.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/amgaka/amgaka.com/xmlrpc0db0.php	(from https://amgaka.com/en/)
16:34:39	41385/41385	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Feb%202024%2016:34:36%20GMT	https://amgaka.com/en/xmlrpc.php?rsd	C:/My%20Web%20Sites/amgaka/amgaka.com/en/xmlrpc0db0.php	(from https://amgaka.com/en/)
16:34:40	4896/4896	---MCZ	200	added ('OK')	application/json	date:Tue,%2006%20Feb%202024%2016:34:37%20GMT	https://amgaka.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Famgaka.com%2F	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-json/oembed/1.0/embed6534.json	(from https://amgaka.com/en/)
16:34:41	4752/4752	---MCZ	200	added ('OK')	text/xml	date:Tue,%2006%20Feb%202024%2016:34:39%20GMT	https://amgaka.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Famgaka.com%2F&format=xml	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-json/oembed/1.0/embed0677	(from https://amgaka.com/en/)
16:34:42	1015/1015	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Sep%202023%2007:36:51%20GMT	https://amgaka.com/wp-content/uploads/2023/09/cropped-Amgaka-Logomark-scaled-1-32x32.jpg	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/cropped-Amgaka-Logomark-scaled-1-32x32.jpg	(from https://amgaka.com/en/)
16:34:42	3186/3186	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Sep%202023%2007:36:51%20GMT	https://amgaka.com/wp-content/uploads/2023/09/cropped-Amgaka-Logomark-scaled-1-192x192.jpg	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/cropped-Amgaka-Logomark-scaled-1-192x192.jpg	(from https://amgaka.com/en/)
16:34:42	3073/3073	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Sep%202023%2007:36:51%20GMT	https://amgaka.com/wp-content/uploads/2023/09/cropped-Amgaka-Logomark-scaled-1-180x180.jpg	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/cropped-Amgaka-Logomark-scaled-1-180x180.jpg	(from https://amgaka.com/en/)
16:34:43	4714/4714	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Sep%202023%2014:32:13%20GMT	https://amgaka.com/wp-content/uploads/2023/09/appstore.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/appstore.png	(from https://amgaka.com/en/)
16:34:43	444741/444741	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Sep%202023%2013:53:41%20GMT	https://amgaka.com/wp-content/uploads/2023/09/Amgaka-Logo_wide.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/Amgaka-Logo_wide.png	(from https://amgaka.com/en/)
16:34:44	6567/6567	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Sep%202023%2014:32:15%20GMT	https://amgaka.com/wp-content/uploads/2023/09/googleplay.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/googleplay.png	(from https://amgaka.com/en/)
16:34:44	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2006%20Feb%202024%2016:34:41%20GMT	https://amgaka.com/abonnement/	C:/My%20Web%20Sites/amgaka/amgaka.com/abonnement/index.html	(from https://amgaka.com/en/)
16:34:45	36838/36838	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Sep%202023%2014:32:18%20GMT	https://amgaka.com/wp-content/uploads/2023/09/Circle-bg.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/Circle-bg.png	(from https://amgaka.com/en/)
16:34:45	30590/30590	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202023%2013:45:59%20GMT	https://amgaka.com/wp-content/uploads/2023/10/Greek-150x150.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/10/Greek-150x150.png	(from https://amgaka.com/en/)
16:34:45	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2006%20Feb%202024%2016:34:42%20GMT	https://amgaka.com/interpretes-pro/	C:/My%20Web%20Sites/amgaka/amgaka.com/interpretes-pro/index.html	(from https://amgaka.com/en/)
16:34:45	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2006%20Feb%202024%2016:34:42%20GMT	https://amgaka.com/passiones-de-langues/	C:/My%20Web%20Sites/amgaka/amgaka.com/passiones-de-langues/index.html	(from https://amgaka.com/en/)
16:34:45	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2006%20Feb%202024%2016:34:42%20GMT	https://amgaka.com/a-propos-de-nous/	C:/My%20Web%20Sites/amgaka/amgaka.com/a-propos-de-nous/index.html	(from https://amgaka.com/en/)
16:34:46	34035/34035	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202023%2013:46:43%20GMT	https://amgaka.com/wp-content/uploads/2023/10/UK-150x150.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/10/UK-150x150.png	(from https://amgaka.com/en/)
16:34:46	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2006%20Feb%202024%2016:34:43%20GMT	https://amgaka.com/nous-contacter/	C:/My%20Web%20Sites/amgaka/amgaka.com/nous-contacter/index.html	(from https://amgaka.com/en/)
16:34:46	0/0	---MCZ	302	error ('Found')	text/html	date:Tue,%2006%20Feb%202024%2016:34:44%20GMT	https://amgaka.com/?wg-choose-original=true	C:/My%20Web%20Sites/amgaka/amgaka.com/indexc215.html	(from https://amgaka.com/en/)
16:34:46	40533/40533	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202023%2013:46:32%20GMT	https://amgaka.com/wp-content/uploads/2023/10/South-african_Xhosa-150x150.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/10/South-african_Xhosa-150x150.png	(from https://amgaka.com/en/)
16:34:46	32762/32762	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202023%2013:46:05%20GMT	https://amgaka.com/wp-content/uploads/2023/10/Indian-150x150.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/10/Indian-150x150.png	(from https://amgaka.com/en/)
16:34:47	39363/39363	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202023%2013:47:03%20GMT	https://amgaka.com/wp-content/uploads/2023/10/West-African-150x150.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/10/West-African-150x150.png	(from https://amgaka.com/en/)
16:34:47	33021/33021	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202023%2013:46:14%20GMT	https://amgaka.com/wp-content/uploads/2023/10/French-150x150.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/10/French-150x150.png	(from https://amgaka.com/en/)
16:34:47	45636/45636	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202023%2013:45:46%20GMT	https://amgaka.com/wp-content/uploads/2023/10/East-african-150x150.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/10/East-african-150x150.png	(from https://amgaka.com/en/)
16:34:47	261108/261108	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2016:03:02%20GMT	https://amgaka.com/wp-content/uploads/2023/09/Get-started-1.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/Get-started-1.png	(from https://amgaka.com/en/)
16:34:48	20/20	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2006%20Feb%202024%2016:34:45%20GMT	https://amgaka.com/a-propos-de-nous	C:/My%20Web%20Sites/amgaka/amgaka.com/a-propos-de-nous	(from https://amgaka.com/en/)
16:34:48	322804/322804	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2016:03:49%20GMT	https://amgaka.com/wp-content/uploads/2023/09/Interpreters-Profiles1.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/Interpreters-Profiles1.png	(from https://amgaka.com/en/)
16:34:48	24666/24666	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Sep%202023%2014:32:44%20GMT	https://amgaka.com/wp-content/uploads/2023/09/shape.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/shape.png	(from https://amgaka.com/en/)
16:34:49	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Feb%202024%2016:34:46%20GMT	https://amgaka.com/faq	C:/My%20Web%20Sites/amgaka/amgaka.com/faq	(from https://amgaka.com/en/)
16:34:50	420312/420312	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Sep%202023%2008:25:02%20GMT	https://amgaka.com/wp-content/uploads/2023/09/Amgaka-Logo_wide_1.png	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/uploads/2023/09/Amgaka-Logo_wide_1.png	(from https://amgaka.com/en/)
16:34:50	20/20	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2006%20Feb%202024%2016:34:47%20GMT	https://amgaka.com/nous-contacter	C:/My%20Web%20Sites/amgaka/amgaka.com/nous-contacter	(from https://amgaka.com/en/)
16:34:50	85872/85872	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Feb%202024%2016:34:47%20GMT	https://amgaka.com/faq/	C:/My%20Web%20Sites/amgaka/amgaka.com/faq/index.html	(from https://amgaka.com/en/)
16:34:51	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Feb%202024%2016:34:48%20GMT	https://amgaka.com/privacy	C:/My%20Web%20Sites/amgaka/amgaka.com/privacy	(from https://amgaka.com/en/)
16:34:52	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Feb%202024%2016:34:49%20GMT	https://amgaka.com/terms	C:/My%20Web%20Sites/amgaka/amgaka.com/terms	(from https://amgaka.com/en/)
16:34:52	75304/75304	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Feb%202024%2016:34:49%20GMT	https://amgaka.com/privacy/	C:/My%20Web%20Sites/amgaka/amgaka.com/privacy/index.html	(from https://amgaka.com/en/)
16:34:53	0/0	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:22:43%20GMT	https://amgaka.com/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles.css?ver=1.3.0	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles.3a6f3e.delayed	(from https://amgaka.com/en/)
16:34:53	74774/74774	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Feb%202024%2016:34:50%20GMT	https://amgaka.com/terms/	C:/My%20Web%20Sites/amgaka/amgaka.com/terms/index.html	(from https://amgaka.com/en/)
16:34:53	20713/20713	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:22:43%20GMT	https://amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/js/sweetalert2/sweetalert2.min.css?ver=11.6.16	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/js/sweetalert2/sweetalert2.min430c.css	(from https://amgaka.com/en/)
16:34:53	18468/18468	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Jan%202024%2008:22:38%20GMT	https://amgaka.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.18.3	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/elementor/assets/lib/animations/animations.minf3b2.css	(from https://amgaka.com/en/)
16:34:53	3991/3991	---M--	200	added ('OK')	application/javascript	date:Tue,%2012%20Sep%202023%2007:41:18%20GMT	https://amgaka.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=1.0.0	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/themes/hello-elementor/assets/js/hello-frontend8a54.js	(from https://amgaka.com/en/)
16:34:54	15505/15505	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:38%20GMT	https://amgaka.com/wp-content/plugins/elementor/assets/js/webpack.runtime.js?ver=3.18.3	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/elementor/assets/js/webpack.runtimef3b2.js	(from https://amgaka.com/en/)
16:34:54	17964/17964	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:38%20GMT	https://amgaka.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.js?ver=4.0.2	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints05da.js	(from https://amgaka.com/en/)
16:34:55	180209/180209	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:38%20GMT	https://amgaka.com/wp-content/plugins/elementor/assets/js/frontend-modules.js?ver=3.18.3	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/elementor/assets/js/frontend-modulesf3b2.js	(from https://amgaka.com/en/)
16:34:55	49849/49849	---M--	200	added ('OK')	application/javascript	date:Mon,%2019%20Sep%202022%2018:04:09%20GMT	https://amgaka.com/wp-includes/js/jquery/ui/core.js?ver=1.13.2	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-includes/js/jquery/ui/core3f14.js	(from https://amgaka.com/en/)
16:34:55	103834/103834	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:38%20GMT	https://amgaka.com/wp-content/plugins/elementor/assets/js/frontend.js?ver=3.18.3	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/elementor/assets/js/frontendf3b2.js	(from https://amgaka.com/en/)
16:34:55	4565/4565	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:43%20GMT	https://amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element.js?ver=2.6.2	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element61da.js	(from https://amgaka.com/en/)
16:34:55	3232/3232	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:43%20GMT	https://amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/nav-menu.js?ver=2.6.2	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/nav-menu61da.js	(from https://amgaka.com/en/)
16:34:56	3501/3501	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:43%20GMT	https://amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/animated-text.js?ver=2.6.2	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/animated-text61da.js	(from https://amgaka.com/en/)
16:34:56	3312/3312	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jan%202024%2008:22:43%20GMT	https://amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/video-button.js?ver=2.6.2	C:/My%20Web%20Sites/amgaka/amgaka.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/video-button61da.js	(from https://amgaka.com/en/)
